img,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9
img_100026.jpg,0.994304656982,5.68196867334e-07,5.13067930363e-08,9.68481438122e-05,1.46735662909e-06,4.6801389999e-06,7.64556395971e-09,1.27897504143e-07,1.01918848472e-07,0.00559147955209
img_100029.jpg,0.000300660828543,8.28582324175e-06,0.956305384636,5.35997679574e-09,1.21160640632e-07,9.36196420298e-06,0.000226290139835,2.34645165165e-06,0.0417194422334,0.00142807840894
img_100041.jpg,1.94276244335e-09,1.47857220438e-05,1.41946159305e-09,0.999985158443,5.28946309808e-08,6.12803476526e-10,1.63334192075e-09,2.38181735791e-10,1.67821287697e-09,1.84924518623e-10
img_100045.jpg,6.4504015085e-11,0.999981760979,7.73920003604e-10,1.8172630007e-05,1.92254800968e-09,4.80809198011e-10,3.63849441687e-08,5.45204902058e-10,2.13701224078e-08,6.02041480904e-11
img_100076.jpg,3.03672135753e-09,2.90172334771e-08,3.07480869704e-10,8.61516418533e-11,2.17160454958e-11,4.88914675412e-09,2.52509433285e-10,0.99999910593,8.49006526806e-07,2.2879868479e-08
img_100100.jpg,0.0084034325555,0.000469007740321,8.48390646269e-06,5.74051320656e-06,7.67069914609e-06,0.000203678591561,7.89664499123e-06,0.000132246465341,3.16227842632e-05,0.990730196238
img_100108.jpg,8.27307303553e-07,9.23462451397e-07,0.999550282955,1.20661256542e-07,5.19947377597e-06,3.31950864307e-06,1.22295045912e-05,1.22175238175e-05,0.000129094614749,0.000285768996264
img_100135.jpg,8.87737557076e-11,0.999999880791,5.43053782498e-10,1.3534550497e-07,8.62254850853e-11,2.85073110083e-10,6.79527024927e-10,2.94631195228e-10,7.95643114587e-09,3.64767674399e-10
img_100145.jpg,0.999454319477,1.062351771e-06,4.30421636111e-08,6.56013741107e-08,2.80509926398e-08,4.16215351606e-06,2.66899951029e-08,3.49615184803e-07,2.32254599553e-07,0.000539736820429
img_100167.jpg,1.54647284995e-10,2.65780383812e-10,4.27045438161e-09,3.48520131398e-11,1.09285379472e-10,5.5776357491e-11,2.39526438614e-10,0.999999940395,3.52087161336e-08,2.06156536287e-08
img_100181.jpg,5.37137782169e-12,8.14581193297e-12,9.53589546215e-09,2.4866220194e-12,1.86324823626e-10,8.25995370192e-12,1.0,5.70571929547e-11,5.55224038967e-09,1.19691322825e-10
img_100191.jpg,0.999563574791,0.000129069038294,3.03829765471e-05,1.04821112927e-05,8.80428524397e-06,9.22723902477e-05,2.01396613875e-06,2.33334767472e-05,5.1292925491e-05,8.86922616701e-05
img_100201.jpg,2.46923539829e-09,7.80402995004e-09,2.9178732951e-07,3.78238705265e-09,3.35453129857e-09,3.11839064016e-08,3.26433172715e-08,0.999969780445,2.97370029454e-05,1.31028573269e-07
img_100215.jpg,4.12838278239e-13,2.08408167297e-13,3.97368482901e-14,5.85178047918e-14,3.74856887203e-15,1.0,3.82885991919e-15,1.27155115381e-14,3.73189597714e-13,9.65175705133e-15
img_100241.jpg,0.000144005741319,7.25056552255e-05,7.23543826098e-05,0.99303779006,0.00327345344704,9.51220835077e-06,0.00328881763562,7.48680294009e-05,2.49608835929e-05,1.73996471631e-06
img_100242.jpg,2.40605046997e-08,1.40723860467e-07,0.999878019094,1.00068456993e-09,6.97524233928e-08,2.24643050162e-07,5.61132534216e-06,0.000110007136932,3.78753606811e-06,2.15731358821e-06
img_100251.jpg,2.01842203683e-14,1.57338650986e-14,4.23428471512e-10,1.12950815298e-14,8.4206170899e-11,1.80965009937e-14,1.0,1.08889905912e-13,1.26321306693e-12,6.37426829307e-13
img_100257.jpg,0.989709347486,1.89546915408e-05,9.76314369905e-08,2.74137090805e-08,9.01301666634e-09,0.000143291564655,8.20268508672e-08,1.86586427864e-06,4.45123211961e-05,0.0100818416249
img_100270.jpg,4.89018990896e-07,6.54608316606e-08,1.63530796357e-07,6.4501521591e-08,7.65879464089e-07,0.999991118908,2.80471418527e-08,7.98706367713e-08,7.23944121769e-06,3.77278311044e-09
img_100285.jpg,2.94554040447e-12,4.64167311358e-12,3.69667208303e-10,3.77836184649e-12,5.22024388777e-12,9.38125870389e-11,7.07624276015e-11,0.999999940395,2.47876874582e-08,6.39630842918e-08
img_100286.jpg,1.565503851e-07,1.33598255569e-07,1.04136804888e-07,1.81614711811e-09,1.0009071523e-09,2.15103393431e-08,2.24015130057e-09,6.96027740332e-07,2.3453687116e-07,0.999998629093
img_100294.jpg,1.02277363112e-06,6.97848021503e-06,1.4328566434e-05,3.99677669294e-08,8.05948578153e-08,3.88424972186e-07,1.31200209141e-07,9.0798570227e-06,8.01890847846e-06,0.999959886074
img_100299.jpg,0.000618049156955,4.7148420208e-06,5.51807843863e-06,4.7986669216e-07,1.91389352722e-06,1.01492081228e-05,1.72960585587e-06,8.21926808214e-06,0.000207545409239,0.999141782522
img_100328.jpg,4.5891914466e-09,2.98514984928e-07,1.83053369106e-08,0.999999284744,1.84610993742e-07,8.41807271869e-10,4.53427218634e-09,1.49094700034e-07,3.13636216525e-09,1.0910273634e-09
img_100336.jpg,0.000190696655409,8.65272180093e-05,0.00255593091973,6.14318764756e-05,0.000409133449626,8.87070379463e-06,9.78869105666e-05,0.991354942322,0.0045002817933,0.000734320514312
img_100339.jpg,2.07933431541e-07,9.74826881106e-07,5.9249340797e-07,0.999974250793,2.1599744997e-05,2.32494993882e-08,1.81192055804e-07,1.40624625531e-06,4.29567153297e-07,2.98061640036e-07
img_100348.jpg,5.9823790366e-08,0.990804314613,3.82588964953e-06,3.61364548951e-07,1.68627842356e-07,2.08687765735e-07,0.000339002948749,0.000235866473304,0.00859886873513,1.734801981e-05
img_100358.jpg,4.51097925236e-07,0.999922513962,3.45526415479e-06,2.25574201443e-07,1.98049616189e-07,6.61675813363e-07,3.07314148458e-05,1.32285793125e-06,1.61233238956e-05,2.43239862989e-05
img_100368.jpg,1.90986032192e-11,2.39634549183e-12,4.35973710692e-10,2.83808383966e-13,9.75994085897e-11,1.20357201852e-12,4.19653238548e-09,2.71719431894e-11,1.0,4.26621959981e-10
img_100371.jpg,9.49559023078e-09,4.59125518715e-08,1.60488897283e-06,1.12268001246e-06,0.999994695187,2.28403593261e-09,3.64941683983e-07,1.09286474315e-08,3.24090319026e-08,2.1961890484e-06
img_100393.jpg,2.81455365153e-12,7.12175555074e-11,3.37480215651e-10,8.37934073364e-12,5.50137651136e-12,1.75858562738e-12,1.77502505966e-11,1.0,2.77366778668e-08,6.29805662483e-10
img_100394.jpg,0.00469130982674,0.000427442696437,0.00879611691843,9.180858491e-05,9.05526208941e-05,0.0027222391075,0.000140725835671,0.0477079747085,0.00104316825327,0.934288680553
img_100408.jpg,1.41468569275e-12,2.7880449685e-11,4.82636361432e-11,3.74915175352e-12,2.43098936447e-12,7.73058684124e-12,1.01911494651e-11,1.0,4.0198650797e-09,5.28152337836e-10
img_100428.jpg,7.3377748798e-05,5.66378677291e-06,2.89062165137e-06,3.30474976731e-05,1.88977065263e-06,0.000128316763949,5.47659863059e-06,0.0461496077478,0.00135659013176,0.952243208885
img_100446.jpg,1.76771954279e-12,9.98755147596e-12,1.62036781562e-11,2.87148549296e-12,8.2873604897e-12,3.29729223526e-12,3.81438592734e-12,7.76367269084e-11,1.0,3.06369593323e-11
img_100458.jpg,0.00289791027899,0.0156495861593,0.120710438117,0.000767118443036,0.000727127247956,0.00466749514453,0.00182298813888,0.627033412457,0.150719533674,0.0750044528395
img_10046.jpg,8.00948980668e-05,0.000106373558083,0.000278659106698,0.870390057564,0.0869836895727,7.89049545347e-06,0.0404954096302,0.0012122066255,0.00036926402845,7.64177148085e-05
img_100502.jpg,7.28689098295e-15,2.73203242118e-15,1.0,4.46691730085e-17,1.19805836156e-11,6.20888165172e-13,7.2455965593e-11,7.03040059302e-12,7.46795505821e-14,2.26155715233e-13
img_100503.jpg,7.51507901074e-08,0.00330998542631,3.75652179023e-07,0.99668443203,3.71643557173e-06,4.51130235946e-08,6.25884502781e-07,2.17315671569e-07,4.3676202921e-07,4.85620543778e-08
img_10052.jpg,1.18000403827e-13,3.573452857e-14,3.51709458812e-13,5.58458918215e-11,2.05987690013e-11,1.0,6.46227190683e-12,2.10450248536e-14,4.38773698635e-12,1.73505398823e-14
