img,x,y
img_100026.jpg,167.489168786,111.625174366
img_100026.jpg,97.0840474621,90.9357284113
img_100026.jpg,53.4825193254,114.10633345
img_10003.jpg,146.532117949,173.289367429
img_10003.jpg,42.1636987059,106.356708329
img_10003.jpg,154.7501905,53.2698755398
img_100050.jpg,169.101559048,155.127690463
img_100050.jpg,49.7766005266,149.418159635
img_100050.jpg,114.092590618,43.1794776119
img_100074.jpg,112.299826485,166.426610931
img_100074.jpg,113.921637168,52.2101327434
img_100074.jpg,77.6807935077,87.6596032462
img_10012.jpg,120.924207432,106.057946672
img_10012.jpg,114.804846103,170.98729535
img_10012.jpg,106.14257153,52.1150701973
img_100145.jpg,105.169508256,170.39034458
img_100145.jpg,122.98454081,53.0408314774
img_100145.jpg,87.0681499298,116.733213069
img_100191.jpg,179.456687493,111.360266864
img_100191.jpg,70.4845086485,171.182031299
img_100191.jpg,70.4809440898,50.9259044303
img_100257.jpg,110.951788424,52.8034684587
img_100257.jpg,115.346420323,170.841144772
img_100257.jpg,97.1213206046,120.13265712
img_100312.jpg,109.607677239,55.0911099071
img_100312.jpg,113.627254602,171.562897019
img_100312.jpg,111.396880416,124.074090121
img_100337.jpg,111.380728494,44.5440971325
img_100337.jpg,169.777247315,153.833469439
img_100337.jpg,49.4004831566,153.241041471
img_100456.jpg,111.129561164,55.2900257193
img_100456.jpg,114.227353841,168.447909585
img_100456.jpg,80.194191344,144.759111617
img_1005.jpg,113.505970149,119.614285714
img_1005.jpg,112.062383824,171.08278551
img_1005.jpg,110.568995689,53.7820649622
img_10053.jpg,115.818001815,167.342628496
img_10053.jpg,111.636931014,54.1524090871
img_10053.jpg,54.6747368421,124.423684211
img_100542.jpg,117.038004218,51.5915107462
img_100542.jpg,109.499902133,166.242043453
img_100542.jpg,80.6412116041,84.5354095563
img_100598.jpg,54.3345470498,121.41022154
img_100598.jpg,166.505490181,106.975914046
img_100598.jpg,63.5547667343,55.2368154158
img_100605.jpg,118.019984048,51.2572669266
img_100605.jpg,111.5277652,168.682830445
img_100605.jpg,66.9095022624,102.575565611
img_100656.jpg,110.392328839,52.3750490902
img_100656.jpg,112.039646193,170.440193966
img_100656.jpg,114.180068177,119.972127532
img_100665.jpg,103.787457754,168.048900572
img_100665.jpg,120.950084674,54.6534716342
img_100665.jpg,96.6817303978,106.636152955
img_100796.jpg,111.975396391,115.113723346
img_100796.jpg,114.899967013,54.2664110176
img_100796.jpg,108.041792903,168.832205852
img_100824.jpg,52.132718894,67.2745227123
img_100824.jpg,107.760008417,179.033773476
img_100824.jpg,172.392689491,73.1971584152
img_100828.jpg,110.84402903,170.624543655
img_100828.jpg,117.859470468,52.4300451607
img_100828.jpg,84.9868177137,109.431513903
img_10092.jpg,94.2415684124,169.461018188
img_10092.jpg,119.163863984,55.4627112341
img_10092.jpg,158.471522855,133.002688829
img_100922.jpg,179.08132134,108.43132923
img_100922.jpg,72.624686245,172.145770582
img_100922.jpg,67.8154836168,51.8695252479
img_101015.jpg,48.7358432625,143.75371576
img_101015.jpg,119.369100132,42.3249338333
img_101015.jpg,167.29464399,157.787853789
img_101032.jpg,171.212574264,69.0218058367
img_101032.jpg,110.895394737,177.533704453
img_101032.jpg,51.716537519,68.1734551957
img_101091.jpg,169.155044008,69.7254262325
img_101091.jpg,48.6807216279,67.9001468429
