,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
3034,0.14285714285714285,0.047619047619047616,0.38095238095238093,0.0,0.047619047619047616,0.0,0.19047619047619047,0.09523809523809523,1.2490366180602798e-89,0.047619047619047616,3.0414956517681077e-160,0.0,0.42857142857142855,0.14285714285714285,0.047619047619047616,0.0,0.5238095238095238,0.047619047619047616,0.047619047619047616,0.23809523809523808,0.047619047619047616,3.2020024494165485e-231,0.0,1.0262756149002794e-61,0.14285714285714285,0.0,0.23809523809523808,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,6.882337534174435e-245,0.047619047619047616,0.047619047619047686,0.0,0.0,0.047619047619047616,1.0,0.0,0.0,0.0,2.2685460707855554e-82,0.0,0.0,0.0,0.047619047619047616,0.047619047619047616,7.884002921851327e-94,0.0,0.0,0.38095238095229433,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,7.634479853223561e-177,0.0,0.047619047619047616,0.0,0.047619047619047616,2.7631103055606295e-121,0.0,0.047619047619047616,0.0,0.09523809523809523,0.0,0.0,1.087373292238455e-60,0.0,0.0,0.047619047619047616,0.14285714285714285,0.14285714285714285,0.0,0.0,0.047619047619047616,0.0,0.19047619047628023,0.047619047619047616,3.2051678626436723e-181,0.09523809523809523,2.795177198737193e-262,9.765922318270153e-140,0.0,0.047619047619047616,3.374980656681225e-285
2805,0.0,0.0,0.09090909090909012,0.09090909090909012,0.818181818181811,0.0,0.0,0.09090909090909012,0.18181818181818024,0.2727272727272704,0.0,0.5454545454545408,0.27272726246763324,2.0944444509528185e-126,0.2727272727272704,0.0,1.2967894987690204e-127,0.2727272727272704,0.09090909090909012,0.18181818181818024,0.09090909090909012,3.677017063208794e-98,0.2727272727272704,0.2727272727272704,1.0,0.18181818181818024,0.0,1.3073617520204226e-71,0.0,0.0,0.0,0.0,0.0,0.3636363636363605,0.0,1.173234171866943e-227,0.0,0.0,0.0,6.875751902253744e-136,0.18181818181818024,0.0,0.0,0.0,0.27272727281602205,0.09090909090909012,0.2727272727272704,3.6795755962650025e-128,0.09090909090909012,0.3636363636363605,0.0,6.978104579626935e-17,0.18181818181818024,0.18181818181818024,0.0,0.09090909090909012,0.0,0.0,0.18181818181818024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.144380621982286e-279,0.2724666260939402,8.117849543830233e-120,0.09090910116874003,0.4545454545454506,0.18181818181818024,0.0,0.18181818181818024,1.062212680925104e-284,0.0,0.45454545445669214,0.0,0.09090909090909012,0.0,0.0,0.09090909090909012,0.0002606466333472391,0.0,1.12857177e-316,0.0,0.09090909090909012,0.0,0.0,0.18181818181818024,0.0,0.09090909090909012,0.09090909090909012,0.09090909090909012,0.09090909090909012,0.6363636363636308,0.0,0.0,2.895461852953696e-271,0.3636363636363605
485,0.07407407407407407,0.07407407407407407,0.0,0.037037037037037035,0.037037037037037035,0.07407407407407407,0.07407407407407407,0.1111111111111111,0.37037037037037035,0.5555555555555556,1.6719846020856598e-122,0.0,0.07434955459586988,0.037037037037037035,1.0,0.25925925925925924,0.14814814814814814,0.14814814814814814,0.037037037037037035,0.07407407407420392,0.4074074074074074,0.07407407407407407,0.037037037037037035,0.1111111111111111,0.14814814814814814,5.4324415759477835e-123,0.0,0.07407407407407407,0.0,0.0,3.2047329044180483e-24,0.0,4.941634583526567e-153,0.14814814814814814,0.2962962962962963,2.2102467416566728e-148,0.07407407407407407,0.0,0.0,0.18518635276799134,2.442642993413769e-130,0.0,0.0,0.0,0.1111111111111111,0.0,0.8148148148148148,0.0,0.14814814814814814,0.07407407407407407,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.22222105463941272,0.0,0.2222222222222222,0.0,0.0,0.14814814814814814,1.2697435123410998e-215,0.0,0.0,7.020198962753694e-110,0.0,0.0,1.9914835295204806e-160,0.037037037037037035,0.07407407407407407,0.14814811157888322,0.07407407407521663,0.5185185185185185,0.25925925925925924,0.037037037037037035,0.3333333333333333,2.5453506822813036e-265,0.0,0.7037037037037038,0.0,0.03676155651524218,0.0,0.0,1.4493542564579552e-64,0.07407407407407407,0.0,0.25925925925925924,0.14814814814700286,0.2962962962962963,0.0,0.0,0.03703707360629417,0.037037037037037035,0.037037037036902296,0.037037037037037035,0.9629629629629629,0.0,0.07407407407407407,0.0,0.0,0.18518518518518517,0.07407407407407407
1783,0.0,0.0,0.0,0.2857142857142857,0.5556569499459789,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.0,0.42857142857142855,1.4975915487074531e-19,0.1436327380111742,0.14285714285714285,0.0,0.14285714285714285,1.0,9.56515152e-315,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,3.8796720764764e-15,4.0587156931181274e-241,0.2857142857142857,1.4799687762767487e-05,0.5714285714285714,0.0,0.0,4.12e-321,0.0,0.5706529762745542,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,2.2378905740391118e-259,0.0,0.0,0.0,0.0,0.14285714285714285,5.2398029586193806e-288,0.14285714285714285,0.28569948602652545,0.14285714285714285,9.392485744299405e-275,0.015771621482599727,0.14285714285714285,0.0,0.2857142857142857,0.0,0.5714285714285714,0.0,0.0,0.14285714285714285,0.0,0.0,2.077031045556954e-97,0.2857142857142857,1.7624500819953232e-231,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,0.14285714285714285,9.515140573599902e-53,0.28571428571428603,0.2857142857142857,0.0,0.0,0.42857142857142855,0.14285714285714285
35,0.18570996189892786,0.12856843513423913,0.1714245801789855,0.0,0.057141526726328495,0.09999767177107487,0.12856842757211168,0.2428514885859379,0.09999767177107487,0.028570763363164248,0.057141526726328495,0.014285381681582124,0.09999767177107487,0.20000766596192512,1.8910355152099034e-56,0.028570763363164248,0.057141526726328495,0.08571229008949274,0.07142690840791062,0.07142693802798372,0.6142586300563678,0.8999795025901653,0.028570763363164248,0.18570996186056762,0.014285381681582124,0.057141526726328495,2.594676336094287e-20,0.057141526726328495,0.0,0.0,1.2422098878050476e-177,0.0,0.028570763363164248,0.057140296749578726,0.27142225195007946,0.028570763324810452,0.12856843513423913,0.0,0.028570763363164248,0.1999953417485327,0.057141526726328495,0.0,0.0,0.0,0.0,0.08571229008949274,2.0719283173960615e-143,0.25713687026847826,0.1571391985030227,0.057141526726328495,0.07142690840791062,0.028570763363164248,0.057141526726328495,0.07142690840791062,0.0,0.11428305345265705,0.0,0.0,0.07140362611836826,0.028570763363164248,0.0,0.0,0.02857076833730594,0.0,0.0,0.08815578253760965,0.15713919849740338,0.0,0.04285614504474637,0.0999976717723065,0.014285381681582124,0.04285614504474637,0.014285381681582124,0.014285381681582124,0.1714245801789855,0.0,0.0,0.0,0.05714152672632863,0.0,0.0,0.08571229008949274,0.028570763363164248,0.0,0.15713919849177788,0.32856500865338484,0.09999767177107487,0.0,0.0,0.3714199237208884,0.04041265259663131,0.6428421832457929,0.11428305345265699,0.17142455054676414,1.0,0.12856843513423913,0.04285614504528918,0.0,1.4989525787637803e-64,0.028570763363164248
1313,1.211635234356729e-195,5.803719001833784e-154,0.17647058823529413,0.23529411764705882,0.23529411764705882,2.4647415864776252e-201,5.293684176733258e-93,0.058823529411764705,0.23529411764705882,0.17647058823529413,0.29411764705882354,3.182701713025657e-239,0.29411764705882354,0.11764705882352941,0.17647058823529413,0.0,0.2941176470463046,0.23529411764705882,0.11764705882352941,0.058823529411764705,0.17647058823529413,4.268812294686331e-274,0.4117647058823529,3.9209549037214514e-234,0.4117647058823529,0.058823529411764705,1.2510969987974516e-11,1.972506479060827e-118,0.0,0.0,0.0,0.0,0.17647058823529413,0.058823529411764705,8.644837601637397e-224,0.17647058823529413,0.058823529411764705,0.0,0.11764705882352941,0.058823529411764705,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.11764705882352941,0.058823529411764705,0.0,0.058823529411764705,0.0,0.5882352941176471,0.058823529411764705,0.0,0.0,0.0,0.0,0.11764705882352941,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.17647058823529413,0.0,0.11764705882352941,0.11764705882352941,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,4.640625774926095e-183,0.0,1.0,0.0,0.0,1.4798283517424418e-258,0.0,0.0,0.23529411764705882,0.058823529411764705,6.42651994498848e-50,0.0,0.0,0.058823529411764705,5.771431084775239e-177,0.11764705882352941,1.624144419886031e-64,1.2596929904605752e-254,0.35294117647058826,0.058823529411764705,0.0,0.0,0.11764705882352941,1.5285001528838333e-81
2787,0.06666666666666667,0.2,0.26666666666666666,0.13333333333333333,0.06666666666666667,1.991035e-318,0.8666666456950561,0.13333333333333333,0.3333333333333333,0.13333333333333333,0.13333333333333333,0.0,0.2,0.3333333333333333,0.06666666666666667,0.0,0.4666666666666667,0.13333333333333333,0.2,0.13333333333333333,8.505334455333843e-184,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.4,0.13333333333333333,0.26666666666666666,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.7484136031202275,0.2,0.3333333333333333,0.0,0.0,0.651586396879802,1.0,0.0,0.0,0.0,0.06666666666666667,1.5971702851090925e-254,0.13333333333333333,0.0,0.06666666666666667,0.2,0.13333333333333333,0.0,2.8018284615957807e-126,0.5333333333333333,0.0,0.33333335430491995,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.0,0.2,0.0,0.13333333333333333,0.2,0.0,1.2890138920437978e-76,0.0,0.2,0.0,0.0,0.06666666666666667,0.0,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.0,0.0,2.556583292098557e-297,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.3333333333333333,0.4666666666666667,0.4,0.6,0.0,0.13333333333333333,0.13333333333333333
3216,0.0,0.0,0.1,0.1,0.2,0.0,9.464404175280575e-108,0.09999997487439347,4.070583269018876e-190,0.0,0.2,0.0,2.8405460893352864e-112,3.748759666750133e-141,0.5,0.0,0.1,0.046307783001599614,0.5,0.0,0.25369221699839983,0.1,0.0,3.1161831660402216e-05,0.5145202926417545,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2.47703e-318,3.577614987055663e-291,0.0,0.3,0.2,0.0,0.0,5.8703561114722e-133,0.1,0.0,0.0,0.0,0.6854797073582449,0.1,4.144681268600281e-15,0.2,0.1,0.0,0.0,0.0,0.0,5.84531067035022e-220,0.0,4.5308319612101433e-73,0.0,0.0,0.1,0.0,0.0,0.0,1.9817287131539437e-158,0.0,0.0,0.0,2.878989032187728e-294,0.0,0.2,0.1,0.0,0.2999688381683352,0.2,8.449063693134388e-173,1.5297744014275453e-228,0.0,5.005016749928664e-34,0.0,0.3,0.0,0.0,1.2851609119631307e-254,0.0,0.0,1.2078066956161609e-181,0.1,0.2,0.0,0.0,0.0,0.0,1.312371273652375e-184,0.1,2.421457425724152e-159,0.2,2.0519281123992072e-103,6.621218317199665e-110,0.0,2.5125595347099215e-08,1.0
3385,0.05263157894736842,0.05263157894736842,0.15789473684210525,0.0,0.21052631578947367,0.13157894736842105,0.31641356929906217,0.15789473684210525,0.18358643070223213,0.07894736842105263,0.05263157894736842,0.23684210526315788,0.1315895628506032,0.31578881146556426,0.3157894736842105,0.0,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.39473684210526316,1.0,0.07894736842105263,1.2435324223872348e-51,0.6578947368421053,0.42105263157894735,1.68741623656616e-34,0.02631597469855412,0.10526315789473684,0.0,0.0,0.05263157894736842,0.0,0.05263157894736842,0.7368421052631579,0.18421118853442495,0.05263157920699958,0.21052613056461258,0.0,0.0,0.5263157894736842,0.23684690877749834,0.0,0.0,0.0,0.39473684210526316,0.05263157894736842,0.23684210526315788,0.07894736842105263,0.2631578947377991,0.7894736842151966,0.02631578947368421,6.2139737558266e-311,0.07894736842105263,0.07893675293887212,0.0,0.7105263157881813,0.0,0.0,0.07894736842105263,0.07894736842105263,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.10526315789473684,0.5789473684210527,0.21052631578947367,0.18420572280144623,0.8684210526269088,0.10526315789473684,0.07894736842105263,0.0789473681614159,0.02631578947368421,0.0,0.15789473684210525,0.0,0.05263157894736842,0.0,0.0,0.5263157894727268,0.0,0.0,0.05263157894736842,0.5,0.10526315789473684,0.0,0.0,0.42105263157894735,0.0,0.47368421052631576,0.10526315789473684,0.15789473684210525,0.3157894736842105,0.13157894736842105,4.821349197759462e-156,0.0,0.05263157894736842,0.02631578947368421
2896,0.0,0.0,8.492178317866458e-197,0.0,1.0996490468506786e-84,0.0,6.191465976593253e-70,0.14285714285714285,0.14285714285714285,0.0,0.5714285714285714,1.3542724339049507e-221,1.0,0.0,0.2857142857142857,0.0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,6.21480006325109e-200,0.14285714285714285,0.14285714285714285,4.084334504939905e-304,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,6.8443067e-317,0.2857142857142857,7.733099952095725e-78,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.7142857142857143,8.22624e-319,0.0,0.0,2.2142721855644387e-268,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,6.207403790803793e-152,0.0,0.2857142857142857,0.0,2.6854534128340287e-129,8.673985969671495e-261,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,4.2883218704405515e-305,0.0,0.0,2.278245590149741e-124,9.799110356619642e-179,1.3346310942659235e-114,0.0,0.0,4.337762237521722e-170,0.14285714285714285,0.42857142857142855,2.3670582824084327e-140,3.3101336e-317,0.5714285714285714,2.065686619037407e-170,0.0,0.0,0.0,0.0
